Station Name,State Name,District Name,Basin Name,Sub Basin Name,Agency Name,Date Collection,Total Alkalinity (mg/L),Arsenic (mg/L),Calcium (mg/L),Chloride (mg/L),Carbonate (mg/L),Electrical Conductivity (mumhos/cm) at 25 C),Fluoride (mg/L),Iron (mg/L),Total Hardness (mg/L),Bicarbonate (mg/L),Potassium (mg/L),Magnesium (mg/L),Sodium (mg/L),Nitrate (mg/L),"Phosphorus, ortho-phosphate (mg/L)",pH2,Residual Sodium Carbonate,Sodium Absorption Ratio,Silicate (SiO2) (mg/L),Sulphate (mg/L),Total Dissolved Solids (mg/L),Uranium,Latitude,Longitude
Taramani,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,3150.0,0.6,,,,,,,,,8.21,,,,,,,12.9849067,80.2404069
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,900.0,0.4,,,,,,,,,7.5,,,,,,,13.025,80.25833333
Mandaveli,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,898.0,0.45,,,,,,,,,7.81,,,,,,,13.0258445,80.2627877
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,4280.0,0.6,,,,,,,,,7.8,,,,,,,13.11666667,80.275
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1196.0,0.251,,,,,,,,,7.56,,,,,,,13.04166667,80.20833333
Kodambakkam,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,2410.0,0.55,,,,,,,,,7.9,,,,,,,13.049207,80.2242829
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,8534.0,1.05,,,,,,,,,8.04,,,,,,,13.08333333,80.27083333
Mandaveli,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,898.0,0.45,,,,,,,,,7.81,,,,,,,13.0258445,80.2627877
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1196.0,0.251,,,,,,,,,7.56,,,,,,,13.04166667,80.20833333
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1196.0,0.251,,,,,,,,,7.56,,,,,,,13.04166667,80.20833333
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,8534.0,1.05,,,,,,,,,8.04,,,,,,,13.08333333,80.27083333
Kodambakkam,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,2410.0,0.55,,,,,,,,,7.9,,,,,,,13.049207,80.2242829
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1196.0,0.251,,,,,,,,,7.56,,,,,,,13.04166667,80.20833333
Kodambakkam,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,2410.0,0.55,,,,,,,,,7.9,,,,,,,13.049207,80.2242829
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1834.0,0.456,,,,,,,,,7.71,,,,,,,9.8238241,77.9862243
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1196.0,0.251,,,,,,,,,7.56,,,,,,,13.04166667,80.20833333
Kodambakkam,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,2410.0,0.55,,,,,,,,,7.9,,,,,,,13.049207,80.2242829
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,8534.0,1.05,,,,,,,,,8.04,,,,,,,13.08333333,80.27083333
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,900.0,0.4,,,,,,,,,7.5,,,,,,,13.025,80.25833333
Mandaveli,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,898.0,0.45,,,,,,,,,7.81,,,,,,,13.0258445,80.2627877
Taramani,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,3150.0,0.6,,,,,,,,,8.21,,,,,,,12.9849067,80.2404069
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,4280.0,0.6,,,,,,,,,7.8,,,,,,,13.11666667,80.275
Kodambakkam,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,2410.0,0.55,,,,,,,,,7.9,,,,,,,13.049207,80.2242829
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,4280.0,0.6,,,,,,,,,7.8,,,,,,,13.11666667,80.275
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,4280.0,0.6,,,,,,,,,7.8,,,,,,,13.11666667,80.275
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,900.0,0.4,,,,,,,,,7.5,,,,,,,13.025,80.25833333
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1834.0,0.456,,,,,,,,,7.71,,,,,,,9.8238241,77.9862243
Mandaveli,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,898.0,0.45,,,,,,,,,7.81,,,,,,,13.0258445,80.2627877
Taramani,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,3150.0,0.6,,,,,,,,,8.21,,,,,,,12.9849067,80.2404069
Mandaveli,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,898.0,0.45,,,,,,,,,7.81,,,,,,,13.0258445,80.2627877
Taramani,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,3150.0,0.6,,,,,,,,,8.21,,,,,,,12.9849067,80.2404069
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1834.0,0.456,,,,,,,,,7.71,,,,,,,9.8238241,77.9862243
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,4280.0,0.6,,,,,,,,,7.8,,,,,,,13.11666667,80.275
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1834.0,0.456,,,,,,,,,7.71,,,,,,,9.8238241,77.9862243
Kodambakkam,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,2410.0,0.55,,,,,,,,,7.9,,,,,,,13.049207,80.2242829
Kodambakkam,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,2410.0,0.55,,,,,,,,,7.9,,,,,,,13.049207,80.2242829
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,4280.0,0.6,,,,,,,,,7.8,,,,,,,13.11666667,80.275
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1196.0,0.251,,,,,,,,,7.56,,,,,,,13.04166667,80.20833333
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1196.0,0.251,,,,,,,,,7.56,,,,,,,13.04166667,80.20833333
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1834.0,0.456,,,,,,,,,7.71,,,,,,,9.8238241,77.9862243
Kodambakkam,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,2410.0,0.55,,,,,,,,,7.9,,,,,,,13.049207,80.2242829
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,900.0,0.4,,,,,,,,,7.5,,,,,,,13.025,80.25833333
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,8534.0,1.05,,,,,,,,,8.04,,,,,,,13.08333333,80.27083333
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1196.0,0.251,,,,,,,,,7.56,,,,,,,13.04166667,80.20833333
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,900.0,0.4,,,,,,,,,7.5,,,,,,,13.025,80.25833333
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1834.0,0.456,,,,,,,,,7.71,,,,,,,9.8238241,77.9862243
Taramani,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,3150.0,0.6,,,,,,,,,8.21,,,,,,,12.9849067,80.2404069
Mandaveli,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,898.0,0.45,,,,,,,,,7.81,,,,,,,13.0258445,80.2627877
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,4280.0,0.6,,,,,,,,,7.8,,,,,,,13.11666667,80.275
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1196.0,0.251,,,,,,,,,7.56,,,,,,,13.04166667,80.20833333
Taramani,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,3150.0,0.6,,,,,,,,,8.21,,,,,,,12.9849067,80.2404069
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,4280.0,0.6,,,,,,,,,7.8,,,,,,,13.11666667,80.275
Kodambakkam,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,2410.0,0.55,,,,,,,,,7.9,,,,,,,13.049207,80.2242829
Mandaveli,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,898.0,0.45,,,,,,,,,7.81,,,,,,,13.0258445,80.2627877
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1196.0,0.251,,,,,,,,,7.56,,,,,,,13.04166667,80.20833333
Taramani,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,3150.0,0.6,,,,,,,,,8.21,,,,,,,12.9849067,80.2404069
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,8534.0,1.05,,,,,,,,,8.04,,,,,,,13.08333333,80.27083333
Kodambakkam,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,2410.0,0.55,,,,,,,,,7.9,,,,,,,13.049207,80.2242829
Mandaveli,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,898.0,0.45,,,,,,,,,7.81,,,,,,,13.0258445,80.2627877
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,4280.0,0.6,,,,,,,,,7.8,,,,,,,13.11666667,80.275
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,4280.0,0.6,,,,,,,,,7.8,,,,,,,13.11666667,80.275
Mandaveli,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,898.0,0.45,,,,,,,,,7.81,,,,,,,13.0258445,80.2627877
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,900.0,0.4,,,,,,,,,7.5,,,,,,,13.025,80.25833333
Mandaveli,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,898.0,0.45,,,,,,,,,7.81,,,,,,,13.0258445,80.2627877
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1196.0,0.251,,,,,,,,,7.56,,,,,,,13.04166667,80.20833333
Mandaveli,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,898.0,0.45,,,,,,,,,7.81,,,,,,,13.0258445,80.2627877
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,4280.0,0.6,,,,,,,,,7.8,,,,,,,13.11666667,80.275
Taramani,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,3150.0,0.6,,,,,,,,,8.21,,,,,,,12.9849067,80.2404069
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1834.0,0.456,,,,,,,,,7.71,,,,,,,9.8238241,77.9862243
Taramani,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,3150.0,0.6,,,,,,,,,8.21,,,,,,,12.9849067,80.2404069
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1196.0,0.251,,,,,,,,,7.56,,,,,,,13.04166667,80.20833333
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1834.0,0.456,,,,,,,,,7.71,,,,,,,9.8238241,77.9862243
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,4280.0,0.6,,,,,,,,,7.8,,,,,,,13.11666667,80.275
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,900.0,0.4,,,,,,,,,7.5,,,,,,,13.025,80.25833333
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,900.0,0.4,,,,,,,,,7.5,,,,,,,13.025,80.25833333
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,4280.0,0.6,,,,,,,,,7.8,,,,,,,13.11666667,80.275
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1196.0,0.251,,,,,,,,,7.56,,,,,,,13.04166667,80.20833333
Kodambakkam,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,2410.0,0.55,,,,,,,,,7.9,,,,,,,13.049207,80.2242829
Taramani,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,3150.0,0.6,,,,,,,,,8.21,,,,,,,12.9849067,80.2404069
Kodambakkam,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,2410.0,0.55,,,,,,,,,7.9,,,,,,,13.049207,80.2242829
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1834.0,0.456,,,,,,,,,7.71,,,,,,,9.8238241,77.9862243
Kodambakkam,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,2410.0,0.55,,,,,,,,,7.9,,,,,,,13.049207,80.2242829
Taramani,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,3150.0,0.6,,,,,,,,,8.21,,,,,,,12.9849067,80.2404069
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1834.0,0.456,,,,,,,,,7.71,,,,,,,9.8238241,77.9862243
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,8534.0,1.05,,,,,,,,,8.04,,,,,,,13.08333333,80.27083333
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,8534.0,1.05,,,,,,,,,8.04,,,,,,,13.08333333,80.27083333
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1834.0,0.456,,,,,,,,,7.71,,,,,,,9.8238241,77.9862243
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,1834.0,0.456,,,,,,,,,7.71,,,,,,,9.8238241,77.9862243
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,900.0,0.4,,,,,,,,,7.5,,,,,,,13.025,80.25833333
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,900.0,0.4,,,,,,,,,7.5,,,,,,,13.025,80.25833333
Taramani,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,3150.0,0.6,,,,,,,,,8.21,,,,,,,12.9849067,80.2404069
Kodambakkam,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,2410.0,0.55,,,,,,,,,7.9,,,,,,,13.049207,80.2242829
Mandaveli,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,898.0,0.45,,,,,,,,,7.81,,,,,,,13.0258445,80.2627877
Mandaveli,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,898.0,0.45,,,,,,,,,7.81,,,,,,,13.0258445,80.2627877
Taramani,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,3150.0,0.6,,,,,,,,,8.21,,,,,,,12.9849067,80.2404069
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,8534.0,1.05,,,,,,,,,8.04,,,,,,,13.08333333,80.27083333
Mandaveli,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2003-05,,,,,0.0,898.0,0.45,,,,,,,,,7.81,,,,,,,13.0258445,80.2627877
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,325.4,,100.0,305.0,0.0,1960.0,0.099,,300.0,397.0,10.0,12.28,260.0,20.83,,7.8,0.5,6.52,,126.0,,,13.05555556,80.28138889
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,150.0,,256.0,2014.0,0.0,6600.0,0.546,,1420.0,183.0,6.0,189.95,760.0,0.56,,7.6,,8.76,,328.0,,,9.8238241,77.9862243
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,200.0,,56.0,142.0,0.0,1100.0,0.3,,250.0,244.0,2.0,26.81,112.0,,,7.9,,3.08,,134.0,,,13.025,80.25833333
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,325.4,,100.0,305.0,0.0,1960.0,0.099,,300.0,397.0,10.0,12.28,260.0,20.83,,7.8,0.5,6.52,,126.0,,,13.05555556,80.28138889
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,200.0,,56.0,142.0,0.0,1100.0,0.3,,250.0,244.0,2.0,26.81,112.0,,,7.9,,3.08,,134.0,,,13.025,80.25833333
Kodambakkam,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,240.2,,56.0,160.0,0.0,1050.0,0.42,,210.0,293.0,2.0,17.09,128.0,0.11,,8.2,0.6,3.84,,40.0,,,13.049207,80.2242829
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,264.8,,70.0,1305.0,18.0,4900.0,0.5,,560.0,323.0,20.0,93.69,710.0,,,8.5,,13.04,,160.0,,,13.11666667,80.275
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,459.8,,136.0,1205.0,0.0,5550.0,0.317,,760.0,561.0,70.0,102.28,730.0,,,7.6,,11.51,,512.0,,,13.08333333,80.27083333
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,459.8,,136.0,1205.0,0.0,5550.0,0.317,,760.0,561.0,70.0,102.28,730.0,,,7.6,,11.51,,512.0,,,13.08333333,80.27083333
Kodambakkam,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,240.2,,56.0,160.0,0.0,1050.0,0.42,,210.0,293.0,2.0,17.09,128.0,0.11,,8.2,0.6,3.84,,40.0,,,13.049207,80.2242829
Kodambakkam,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,240.2,,56.0,160.0,0.0,1050.0,0.42,,210.0,293.0,2.0,17.09,128.0,0.11,,8.2,0.6,3.84,,40.0,,,13.049207,80.2242829
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,150.0,,256.0,2014.0,0.0,6600.0,0.546,,1420.0,183.0,6.0,189.95,760.0,0.56,,7.6,,8.76,,328.0,,,9.8238241,77.9862243
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,325.4,,100.0,305.0,0.0,1960.0,0.099,,300.0,397.0,10.0,12.28,260.0,20.83,,7.8,0.5,6.52,,126.0,,,13.05555556,80.28138889
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,150.0,,256.0,2014.0,0.0,6600.0,0.546,,1420.0,183.0,6.0,189.95,760.0,0.56,,7.6,,8.76,,328.0,,,9.8238241,77.9862243
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,200.0,,56.0,142.0,0.0,1100.0,0.3,,250.0,244.0,2.0,26.81,112.0,,,7.9,,3.08,,134.0,,,13.025,80.25833333
Kodambakkam,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,240.2,,56.0,160.0,0.0,1050.0,0.42,,210.0,293.0,2.0,17.09,128.0,0.11,,8.2,0.6,3.84,,40.0,,,13.049207,80.2242829
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,325.4,,100.0,305.0,0.0,1960.0,0.099,,300.0,397.0,10.0,12.28,260.0,20.83,,7.8,0.5,6.52,,126.0,,,13.05555556,80.28138889
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,459.8,,136.0,1205.0,0.0,5550.0,0.317,,760.0,561.0,70.0,102.28,730.0,,,7.6,,11.51,,512.0,,,13.08333333,80.27083333
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,325.4,,100.0,305.0,0.0,1960.0,0.099,,300.0,397.0,10.0,12.28,260.0,20.83,,7.8,0.5,6.52,,126.0,,,13.05555556,80.28138889
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,200.0,,56.0,142.0,0.0,1100.0,0.3,,250.0,244.0,2.0,26.81,112.0,,,7.9,,3.08,,134.0,,,13.025,80.25833333
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,150.0,,256.0,2014.0,0.0,6600.0,0.546,,1420.0,183.0,6.0,189.95,760.0,0.56,,7.6,,8.76,,328.0,,,9.8238241,77.9862243
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,200.0,,56.0,142.0,0.0,1100.0,0.3,,250.0,244.0,2.0,26.81,112.0,,,7.9,,3.08,,134.0,,,13.025,80.25833333
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2004-05,459.8,,136.0,1205.0,0.0,5550.0,0.317,,760.0,561.0,70.0,102.28,730.0,,,7.6,,11.51,,512.0,,,13.08333333,80.27083333
